,Package Name,Reviewer,Review,Rating,,,,
300,com.jeyluta.timestampcamerafree,David Schlosz,Nice app. Location also on photo. Perfect for my work.,5,,,,
301,com.jeyluta.timestampcamerafree,Morena Masita,Good App,5,,,,
302,com.jeyluta.timestampcamerafree,Donald Connolly,Top price of kit,5,,,,
303,com.jeyluta.timestampcamerafree,Joao Vicente,Very good app!,5,,,,
304,com.jeyluta.timestampcamerafree,Kunal Bhadane,Best,5,,,,
305,com.jeyluta.timestampcamerafree,Mohit Tyagi,Nice app,5,,,,
306,com.jeyluta.timestampcamerafree,robert pamittan,very reliable apps,5,,,,
307,com.jeyluta.timestampcamerafree,striker morris,Good,5,,,,
308,com.jeyluta.timestampcamerafree,Shashi Kamble,Good,3,,,,
309,com.jeyluta.timestampcamerafree,prithvi ram,A very good experience,5,,,,
310,com.jeyluta.timestampcamerafree,Yuslie Rosdie,Good for work,5,,,,
311,com.jeyluta.timestampcamerafree,shrimboy,Good,5,,,,
312,com.jeyluta.timestampcamerafree,Eugene Jackson,It a good app for work I like it.,5,,,,
313,com.jeyluta.timestampcamerafree,Preynka Gupta,Very clear pics n selfies,4,,,,
314,com.jeyluta.timestampcamerafree,R.MUNISEKAR REDDY,Good,5,,,,
315,com.jeyluta.timestampcamerafree,Efren de Ramos,Exciting,5,,,,
316,com.jeyluta.timestampcamerafree,Manohar Tandan,Good,3,,,,
317,com.jeyluta.timestampcamerafree,Manpreet Singh,Good,4,,,,
318,com.jeyluta.timestampcamerafree,Anacleto Acerden,Easy to use for the documentation,5,,,,
319,com.jeyluta.timestampcamerafree,Moises Sabelo,Update please!! It doesn't save pictures anymore and the app automatically closes when I record video 🥺 please fix!,1,,,,
320,com.jeyluta.timestampcamerafree,Alif Gunawan,Top App,5,,,,
321,com.jeyluta.timestampcamerafree,RANJITH REDDY,Nice application,5,,,,
322,com.jeyluta.timestampcamerafree,synthia chia,Nil,5,,,,
323,com.jeyluta.timestampcamerafree,terry hays,Not bad,4,,,,
324,com.jeyluta.timestampcamerafree,ISAAC SELVAKUMAR,Good,4,,,,
325,com.jeyluta.timestampcamerafree,Erika Andini,"maaf bintang satu, salahin bu wiwik",1,,,,
326,com.jeyluta.timestampcamerafree,Hazrat Bilal Official,Good app,5,,,,
327,com.jeyluta.timestampcamerafree,Jaime Castillo,Always gets the place and time right on,5,,,,
328,com.jeyluta.timestampcamerafree,kamar kamaruddin,Very useful,5,,,,
329,com.jeyluta.timestampcamerafree,Wilson Ooi,Good,5,,,,
330,com.jeyluta.timestampcamerafree,Lyly Heang,លោក ផលិតកម្ម កសិផល យិន,5,,,,
331,com.jeyluta.timestampcamerafree,manjit singh,👍 great,5,,,,
332,com.jeyluta.timestampcamerafree,Steven Ambrose,Easy to use and more convenient,5,,,,
333,com.jeyluta.timestampcamerafree,ice corpus,Very accurate and reliable,5,,,,
334,com.jeyluta.timestampcamerafree,Venky Pandugu,Good,5,,,,
335,com.jeyluta.timestampcamerafree,Michelle L Corbin,I use it when I dont trust customers with the delivery drop off. Ive been scammed too many times and this is proof. The only thing is it doesnt always puck up the correct address. Even in my own home Ill get my neighbors addresses.,4,,,,
336,com.jeyluta.timestampcamerafree,Bernadette Semerad,Very nice to have DATE on photos!,5,,,,
337,com.jeyluta.timestampcamerafree,Pankajj Mamurkar,Noce,5,,,,
338,com.jeyluta.timestampcamerafree,Murtuza Khalique,Vhj,5,,,,
339,com.jeyluta.timestampcamerafree,Triveni Pandey,Best,5,,,,
340,com.jeyluta.timestampcamerafree,Rosli Marzuki,Best app,5,,,,
341,com.jeyluta.timestampcamerafree,Rahul Sharma,Good,5,,,,
342,com.jeyluta.timestampcamerafree,Doso S.R.,Very good,5,,,,
343,com.jeyluta.timestampcamerafree,Becky Sanchez,I would give 5 stars if on Galaxy A32 it would let me choose this camera over the stock camera.,4,,,,
344,com.jeyluta.timestampcamerafree,mohd fadlullah ibrahim,So perfect....i love when its come to address... recommended,5,,,,
345,com.jeyluta.timestampcamerafree,md gaus shaikh,Nice,5,,,,
346,com.jeyluta.timestampcamerafree,Debo May,Perfect app!!!,5,,,,
347,com.jeyluta.timestampcamerafree,munna rajiv,वेरी nice,5,,,,
348,com.jeyluta.timestampcamerafree,SUBODH GURAV,Nice,5,,,,
349,com.jeyluta.timestampcamerafree,tanan bahr,Good application,5,,,,
350,com.jeyluta.timestampcamerafree,Abdul Kader,Good app,5,,,,
351,com.jeyluta.timestampcamerafree,ivan yong,"Overall, good experience. Thanks",5,,,,
352,com.jeyluta.timestampcamerafree,ZAINUL DRUMMER,"Every 2 weeks, your application is always a problem on my phone, when I open the app and take a picture, the result of the picture turns white, how unfortunate is your application, it's better not to have to make this application if it always bothers other users",1,,,,
353,com.jeyluta.timestampcamerafree,Willie Hickey,Very good,5,,,,
354,com.jeyluta.timestampcamerafree,m 11,GPS NOT ACCURATE,2,,,,
355,com.jeyluta.timestampcamerafree,Melissa Mizzsolo Daley,Works really good,5,,,,
356,com.jeyluta.timestampcamerafree,Ihechukwu o m Godsfavour,I love it,5,,,,
357,com.jeyluta.timestampcamerafree,Sahiba Sawhney,Perfect app... luv the app,5,,,,
358,com.jeyluta.timestampcamerafree,Ravi Verma,Good,5,,,,
359,com.jeyluta.timestampcamerafree,Nura Surajo,Easy to use and is offline. The coordinates are accurate.,5,,,,
360,com.jeyluta.timestampcamerafree,Gaurav Raj,Don't see an option to copy the link to share,5,,,,
361,com.jeyluta.timestampcamerafree,Raja Christo,Mantaaapp,5,,,,
362,com.jeyluta.timestampcamerafree,Dhilipkumar Nagaraj,Good,5,,,,
363,com.jeyluta.timestampcamerafree,Vilas Gite,Very good app,5,,,,
364,com.jeyluta.timestampcamerafree,huang hai ng,Simple to use,5,,,,
365,com.jeyluta.timestampcamerafree,Rj Senthil,Good add in text,5,,,,
366,com.jeyluta.timestampcamerafree,Mduduzi Mnxasana,100% good,5,,,,
367,com.jeyluta.timestampcamerafree,Deeleep Startv,Water quality,1,,,,
368,com.jeyluta.timestampcamerafree,John Lawrence Umipig,Bakit may ads?,3,,,,
369,com.jeyluta.timestampcamerafree,Namdev Rathod,Good for use,5,,,,
370,com.jeyluta.timestampcamerafree,Gre3ce M.L,Good. I can choose evry info at the photo,5,,,,
371,com.jeyluta.timestampcamerafree,Sonu Singh,Good,5,,,,
372,com.jeyluta.timestampcamerafree,norris woodkelvin,Reliable app,4,,,,
373,com.jeyluta.timestampcamerafree,yaRspaL,So nice n easy to use...🤪😂😂🍻,5,,,,
374,com.jeyluta.timestampcamerafree,S.P. NAMBI - LIC Consultant,Very useful. Happy moments is saved using this App,5,,,,
375,com.jeyluta.timestampcamerafree,Bijoy Ghosh,Very good,4,,,,
376,com.jeyluta.timestampcamerafree,ravi raju,Super,4,,,,
377,com.jeyluta.timestampcamerafree,OM DUTT PANDEY,Photo Or video sharing problem,3,,,,
378,com.jeyluta.timestampcamerafree,Michael Christofis,Great app. Has been very handy with recording all my test gauges at work.,5,,,,
379,com.jeyluta.timestampcamerafree,Jessika Sim,Very useful with date and time. Thanks,5,,,,
380,com.jeyluta.timestampcamerafree,Feroj Ahmed,Good,5,,,,
381,com.jeyluta.timestampcamerafree,Suci Nblh,Baikk,5,,,,
382,com.jeyluta.timestampcamerafree,Gagasan Maya,Ok,5,,,,
383,com.jeyluta.timestampcamerafree,R Roy Rabi Roy,Good app,5,,,,
384,com.jeyluta.timestampcamerafree,Manoj Kumar,Wonderful App with awesome features,5,,,,
385,com.jeyluta.timestampcamerafree,Ramesh Subramanian,Very useful,5,,,,
386,com.jeyluta.timestampcamerafree,leslie joey manreza,amazing,5,,,,
387,com.jeyluta.timestampcamerafree,2rm Security,Excellent app,5,,,,
388,com.jeyluta.timestampcamerafree,Edwin Stanley Fernandez,"Good user friendly,keep it up",4,,,,
389,com.jeyluta.timestampcamerafree,Aarya Rajput,Fair,1,,,,
390,com.jeyluta.timestampcamerafree,C2 Concepcion,Resolution is good and accurate details on stamp.,4,,,,
391,com.jeyluta.timestampcamerafree,Mhannie Dela Paz,Nice,3,,,,
392,com.jeyluta.timestampcamerafree,Syed Saif ur Rahman,Very good app to timestamp photos,5,,,,
393,com.jeyluta.timestampcamerafree,Artificial Intelligent,"Just updraded my phone to android 12, the exposure won't apply after taking a picture. No ability to remember the white balance setting, it always sets to its default value to auto.",2,,,,
394,com.jeyluta.timestampcamerafree,阿過71M'sia,❤️,5,,,,
395,com.jeyluta.timestampcamerafree,aki nur,Very good,5,,,,
396,com.jeyluta.timestampcamerafree,Ibrahim Abdulmajeed,Good,5,,,,
397,com.jeyluta.timestampcamerafree,Oscar,It doesn't always show location on my pics.,4,,,,
398,com.jeyluta.timestampcamerafree,Fifi Ayim,Nice app,5,,,,
399,com.jeyluta.timestampcamerafree,Conor Hickey,Worst thing about this app is that it cannot record in the background. Turning off screen or going to another app turns the recording off.,3,,,,
400,com.jeyluta.timestampcamerafree,Shahbuddin Ansari,Excellent App,5,,,,
401,com.jeyluta.timestampcamerafree,okello yovan,Awesome,4,,,,
402,com.jeyluta.timestampcamerafree,Kumar Kudale,Nice app,5,,,,
403,com.jeyluta.timestampcamerafree,Nagesh Naik,Super,5,,,,
404,com.jeyluta.timestampcamerafree,Emmanuel Oghogho,GREAT,5,,,,
405,com.jeyluta.timestampcamerafree,Mark Das,Good very useful app,5,,,,
406,com.jeyluta.timestampcamerafree,WINNER NAGARAJ,Good,4,,,,
407,com.jeyluta.timestampcamerafree,Cupid Chaos,Already use this app 4 years,5,,,,
408,com.jeyluta.timestampcamerafree,Bethel Pentecostal Faith Home BPFH,Good,5,,,,
409,com.jeyluta.timestampcamerafree,Sean Kelly,Great and free app!,5,,,,
410,com.jeyluta.timestampcamerafree,caleb harmond,does not support default camera app for android 10,1,,,,
411,com.jeyluta.timestampcamerafree,Siva subramanian,No bad,4,,,,
412,com.jeyluta.timestampcamerafree,malakondaiah jillelamudi,Excellent,5,,,,
413,com.jeyluta.timestampcamerafree,Jiwan Kanta,V good,4,,,,
414,com.jeyluta.timestampcamerafree,Zeshan Khan,Very useful,5,,,,
415,com.jeyluta.timestampcamerafree,Koko Daud,Awesome,5,,,,
416,com.jeyluta.timestampcamerafree,Teck Wee Loy,Fantastic App that help to date for recording purposes,5,,,,
417,com.jeyluta.timestampcamerafree,Arnold Mendaña,Nice,5,,,,
418,com.jeyluta.timestampcamerafree,Mohd Nasir Abdul,Very good easy to use.,5,,,,
419,com.jeyluta.timestampcamerafree,Basharat ali,Excellent thanks 👍,5,,,,
420,com.jeyluta.timestampcamerafree,Sravanthi Inampudi,Wow,5,,,,
421,com.jeyluta.timestampcamerafree,Madhusudhan Reddy,Show compass not showing in the app,1,,,,
422,com.jeyluta.timestampcamerafree,Kuya Mox,Very good app!,4,,,,
423,com.jeyluta.timestampcamerafree,Prem Anand,Good,5,,,,
424,com.jeyluta.timestampcamerafree,edrian tagabi,good,4,,,,
425,com.jeyluta.timestampcamerafree,M.Sikander Shafique,Excellent,5,,,,
426,com.jeyluta.timestampcamerafree,Tapasya Singh,Fantastic app,5,,,,
427,com.jeyluta.timestampcamerafree,Reliance Pasha,This app very usefull for vehicle inspection...,5,,,,
428,com.jeyluta.timestampcamerafree,Rayson Lacaden,Awesome,5,,,,
429,com.jeyluta.timestampcamerafree,Mthetho Botha,Acurate and clear,5,,,,
430,com.jeyluta.timestampcamerafree,Lotus Award,Good,5,,,,
431,com.jeyluta.timestampcamerafree,Mutimukulu Courage,Mastermind,5,,,,
432,com.jeyluta.timestampcamerafree,ณัฐสินี หิรัญสัจจาเลิศ,Good,5,,,,
433,com.jeyluta.timestampcamerafree,Sonu Chaudhary,Good,5,,,,
434,com.jeyluta.timestampcamerafree,Lewshin Thompson,Please,5,,,,
435,com.jeyluta.timestampcamerafree,Elisha Friday,"Good app but the Camara is not that bright, it improvement please.",5,,,,
436,com.jeyluta.timestampcamerafree,Deshraj Singh,Very nice,5,,,,
437,com.jeyluta.timestampcamerafree,nouman ahmed,Pretty nice,5,,,,
438,com.jeyluta.timestampcamerafree,Charmaigne Romana Jeon,"It is good because it has a time, date and location. It will be more nicer if you include cropping so i dont need to go pic art app. Can you improve by adding crop",4,,,,
439,com.jeyluta.timestampcamerafree,Arcie dexter Santos,It's so beautiful,5,,,,
440,com.jeyluta.timestampcamerafree,Mr Endeavour,Great app,5,,,,
441,com.jeyluta.timestampcamerafree,Madhukar Srivastava,Excellent,5,,,,
442,com.jeyluta.timestampcamerafree,Omar Yeoh,I 👍 it very much. Date and location very essential.,5,,,,
443,com.jeyluta.timestampcamerafree,Doris Ellul,Very good,5,,,,
444,com.jeyluta.timestampcamerafree,vinay kamble,Wide Angle camara Features is missing. Waiting for wide angle camara features in the app.,3,,,,
445,com.jeyluta.timestampcamerafree,RAJU RAJU,Gud,5,,,,
446,com.jeyluta.timestampcamerafree,Subrat Putel,Op,5,,,,
447,com.jeyluta.timestampcamerafree,Lea Corpuz,Very good to use,5,,,,
448,com.jeyluta.timestampcamerafree,Dr.Ashish Ikhar,Bahot hi badhiya,5,,,,
449,com.jeyluta.timestampcamerafree,Vastolordewan769 Vastolordewan 769,very good,5,,,,
450,com.jeyluta.timestampcamerafree,Mauli Sarvagod,Not updating locations automatecaly after changing my location,1,,,,
451,com.jeyluta.timestampcamerafree,Madhup Tiwari,Gives accurate date and time Very useful app,5,,,,
452,com.jeyluta.timestampcamerafree,Awe Maw,the best camers for all records,5,,,,
453,com.jeyluta.timestampcamerafree,Daniel Ong,This is a good APP.,4,,,,
454,com.jeyluta.timestampcamerafree,Ferdinand Lozada,Wonderful,5,,,,
455,com.jeyluta.timestampcamerafree,xLazarus,what happen to this app? suddenly it did not save any of my pic anymore. then when i click video it force close my app. fix this i need this kind of app in my work. this is the best timestamp apps so far. so please fix it.,1,,,,
456,com.jeyluta.timestampcamerafree,Tree Solutions,Very good,5,,,,
457,com.jeyluta.timestampcamerafree,Master Noodle Nooice,Bldg number is hit or miss,2,,,,
458,com.jeyluta.timestampcamerafree,Pradeep Dadheech,Very useful,5,,,,
459,com.jeyluta.timestampcamerafree,Linh Do,Good,4,,,,
460,com.jeyluta.timestampcamerafree,Heimi,good,5,,,,
461,com.jeyluta.timestampcamerafree,Ar Mand,Good so far... event i my self dont like the mirroring result picture.,5,,,,
462,com.jeyluta.timestampcamerafree,Ramesh Gothawal,Very much good pic.,5,,,,
463,com.jeyluta.timestampcamerafree,Farooq Deshmukh,goog,5,,,,
464,com.jeyluta.timestampcamerafree,SAR-E- RAH,Help full,5,,,,
465,com.jeyluta.timestampcamerafree,Teletalk our phone,Timestam not installe,5,,,,
466,com.jeyluta.timestampcamerafree,Zaw Win Naing,Very good but no use location map,5,,,,
467,com.jeyluta.timestampcamerafree,Nisha grace Dungca,Nice,5,,,,
468,com.jeyluta.timestampcamerafree,Murshi Dk,Good,5,,,,
469,com.jeyluta.timestampcamerafree,rajesh k shenoy,The Best,5,,,,
470,com.jeyluta.timestampcamerafree,Anil Kg,Very good,5,,,,
471,com.jeyluta.timestampcamerafree,Eugene Ubas,Good,5,,,,
472,com.jeyluta.timestampcamerafree,Lê Tơ Vương,Very useful!,5,,,,
473,com.jeyluta.timestampcamerafree,Timothy Seveney,Perfect for gig work.,4,,,,
474,com.jeyluta.timestampcamerafree,Zulfiqar Ahmad Khan,"Very good app, easy to use",5,,,,
475,com.jeyluta.timestampcamerafree,VincentPaul Richard,Super,5,,,,
476,com.jeyluta.timestampcamerafree,Mohammad Shoeb Khan,Good,5,,,,
477,com.jeyluta.timestampcamerafree,Ramrai Maheshwari,Awesome,5,,,,
478,com.jeyluta.timestampcamerafree,Shadrack Anang,"Easy to use app,perfect!",4,,,,
479,com.jeyluta.timestampcamerafree,Maqsood Awan,Very useful app,5,,,,
480,com.jeyluta.timestampcamerafree,GOD TABAHI,💟,5,,,,
481,com.jeyluta.timestampcamerafree,Anuj Pal,Very nice app 👍👍👍,5,,,,
482,com.jeyluta.timestampcamerafree,Jenny More,Very useful in proving photos,5,,,,
483,com.jeyluta.timestampcamerafree,Mahadev Podder,Ok,5,,,,
484,com.jeyluta.timestampcamerafree,SATHEESHWERAN RAJAGOPAL,Please load,5,,,,
485,com.jeyluta.timestampcamerafree,SADDAM MEHAR,Super,5,,,,
486,com.jeyluta.timestampcamerafree,Somashekhar NR,Good features with timestamp..,4,,,,
487,com.jeyluta.timestampcamerafree,G naresh143,Good,4,,,,
488,com.jeyluta.timestampcamerafree,Susan Bajao,Nice,5,,,,
489,com.jeyluta.timestampcamerafree,Linda K,Excellent. Works every time!,5,,,,
490,com.jeyluta.timestampcamerafree,Halith Amith,Location address not working,1,,,,
491,com.jeyluta.timestampcamerafree,mohammed majehar jani,Super,5,,,,
492,com.jeyluta.timestampcamerafree,Sabir Ch,ok,5,,,,
493,com.jeyluta.timestampcamerafree,mridul vyas,Good,3,,,,
494,com.jeyluta.timestampcamerafree,Aadil Shad,good,5,,,,
495,com.jeyluta.timestampcamerafree,Rejaluddin Abdul Rahman,Great apps.,5,,,,
496,com.jeyluta.timestampcamerafree,Raja Lincoln,How to share this app to others,2,,,,
497,com.jeyluta.timestampcamerafree,Ooi Yong Ning,why suddenly send photo to whatsapp?,1,,,,
498,com.jeyluta.timestampcamerafree,Natalia Nakoriakova,"Installed this app to get date, time and address on my pictures. The app doesn't work properly. Took test pictures inside the house, only date and time are showing. Took a few more pics, address appeared. The next pic - no address again. Restarted my phone, took pics outside from the same spot. Again, 1st pics - no address, next - address is incorrect. Say, house # is 15, pic shows #8. The stamp consist of 5 lines, quarter of the pic. Very frustrating, inconsistent and unreliable; not worth it.",2,,,,
499,com.jeyluta.timestampcamerafree,Arthur Ganteng Sesulut Glent,The Best Application To Me And My Friend's...🤝👍👏🙏🤝,5,,,,
500,com.jeyluta.timestampcamerafree,Isaac Oluwafemi,I love this app but wen I snap it doesn't show well,5,,,,
501,com.jeyluta.timestampcamerafree,Raimie Hamdan,Great apps that helps a lot in terms of time and the location where the photo had been taken,5,,,,
502,com.jeyluta.timestampcamerafree,GANESH T,Good ☺️,5,,,,
503,com.jeyluta.timestampcamerafree,Phenk Rosario,Good,5,,,,
504,com.jeyluta.timestampcamerafree,Dickson Mwijage,Fantastic app,5,,,,
505,com.jeyluta.timestampcamerafree,Md : jahid Jahid,ৃৃৃৃড়333339222222232,5,,,,
506,com.jeyluta.timestampcamerafree,saleem asif,My experience is good Usefull application for location details.,5,,,,
507,com.jeyluta.timestampcamerafree,dheerab jones,Good app,5,,,,
508,com.jeyluta.timestampcamerafree,Wahedur Ahammed,Nice work,5,,,,
509,com.jeyluta.timestampcamerafree,George Pulikilan,Super,5,,,,
510,com.jeyluta.timestampcamerafree,Donald Colipano,It's okay to use..,5,,,,
511,com.jeyluta.timestampcamerafree,amore mercado,Adv. App techmology,5,,,,
512,com.jeyluta.timestampcamerafree,Daali Dinesh,I want this app link,5,,,,
513,com.jeyluta.timestampcamerafree,Pooja Mhapankar,happy and excellant,5,,,,
514,com.jeyluta.timestampcamerafree,Krishna,Nice Good 😇,4,,,,
515,com.jeyluta.timestampcamerafree,kashigiri goswami,Nice,5,,,,
516,com.jeyluta.timestampcamerafree,Sathish Kumar Sathish Kumar,Good,3,,,,
517,com.jeyluta.timestampcamerafree,Tanaji Kamble Avhekar,Nice,5,,,,
518,com.jeyluta.timestampcamerafree,Palaparthi Prem,Happy,5,,,,
519,com.jeyluta.timestampcamerafree,Bosun Sobayo,Awesome,4,,,,
520,com.jeyluta.timestampcamerafree,Lin Htein,useful,5,,,,
521,com.jeyluta.timestampcamerafree,rao budhi,Excellent 👍,5,,,,
522,com.jeyluta.timestampcamerafree,M.D.HANIF Hanif,Good,1,,,,
523,com.jeyluta.timestampcamerafree,Long Nguyen,Good good,5,,,,
524,com.jeyluta.timestampcamerafree,nurun nahar,Really nice,5,,,,
525,com.jeyluta.timestampcamerafree,Ryse Above,Great AP! Very easy to use and it's exactly what I was looking for.,5,,,,
526,com.jeyluta.timestampcamerafree,Ramakant Beernally,Very useful application,5,,,,
527,com.jeyluta.timestampcamerafree,VRINDAVAN GOND,Good,5,,,,
528,com.jeyluta.timestampcamerafree,salim ali,Fast. Reliable.,5,,,,
529,com.jeyluta.timestampcamerafree,Saravanan saravanan,Super,5,,,,
530,com.jeyluta.timestampcamerafree,arun sai,It's is getting stucked sometimes and no photos are coming after that only white screen please look into it,3,,,,
531,com.jeyluta.timestampcamerafree,Sulaiman Rahi,Too much loading fire,1,,,,
532,com.jeyluta.timestampcamerafree,Arshalan Quadari,Nice,2,,,,
533,com.jeyluta.timestampcamerafree,Hender Alberto Botello Torres,Nice app,5,,,,
534,com.jeyluta.timestampcamerafree,Elba Alias,Gud app,5,,,,
535,com.jeyluta.timestampcamerafree,venkatrao sirimalle,Work camera success,4,,,,
536,com.jeyluta.timestampcamerafree,Mohammad Khasim,Great camera,4,,,,
537,com.jeyluta.timestampcamerafree,Jose Colon,Just the most simplest perfect app!,5,,,,
538,com.jeyluta.timestampcamerafree,Devendra Mistry,Good,5,,,,
539,com.jeyluta.timestampcamerafree,Enchantress Moon,I love this app so I can prove that I left items at customers residence,5,,,,
540,com.jeyluta.timestampcamerafree,DHE CROWN,Great app,5,,,,
541,com.jeyluta.timestampcamerafree,Satheesh Raj,Me No,3,,,,
542,com.jeyluta.timestampcamerafree,ALAM MAHABUB,Awesome,5,,,,
543,com.jeyluta.timestampcamerafree,Murali Krishna,Very nice to good use very nice,5,,,,
544,com.jeyluta.timestampcamerafree,H Zolfaghari,عالی,4,,,,
545,com.jeyluta.timestampcamerafree,Alfredo Collano,Good,4,,,,
546,com.jeyluta.timestampcamerafree,muadong thong,Good app,5,,,,
547,com.jeyluta.timestampcamerafree,Kelvin Lim,Nice apps,4,,,,
548,com.jeyluta.timestampcamerafree,Manoj Pandey,Good,5,,,,
549,com.jeyluta.timestampcamerafree,Toto Hidayat,Good,5,,,,
550,com.jeyluta.timestampcamerafree,ssaravanan kds,Ok,3,,,,
551,com.jeyluta.timestampcamerafree,Jayashree Pai,Good,4,,,,
552,com.jeyluta.timestampcamerafree,PCMS Riesini Secretaria,awesome,5,,,,
553,com.jeyluta.timestampcamerafree,Asif Kabir,Need wide angel camera for make video,2,,,,
554,com.jeyluta.timestampcamerafree,Mark Jayson Dela Paz,No ads please,5,,,,
555,com.jeyluta.timestampcamerafree,Misango Emmanuel,Gd experience,5,,,,
556,com.jeyluta.timestampcamerafree,P Lathif,It.s ok,4,,,,
557,com.jeyluta.timestampcamerafree,RAHUL NARWADE,Good,5,,,,
558,com.jeyluta.timestampcamerafree,Olivio Costa,Incrivel!?,5,,,,
559,com.jeyluta.timestampcamerafree,Mahesh Kalwar,Good,5,,,,
560,com.jeyluta.timestampcamerafree,May May,Satisfied,5,,,,
561,com.jeyluta.timestampcamerafree,ashutosh tiwari,Excellent,5,,,,
562,com.jeyluta.timestampcamerafree,FOOK KEONG WONG,"veryy useful, good app!",5,,,,
563,com.jeyluta.timestampcamerafree,Narinder Beeriwal,Nice app,5,,,,
564,com.jeyluta.timestampcamerafree,Renato Gonzales,Very excellent apps and accurate..,5,,,,
565,com.jeyluta.timestampcamerafree,Jaya Raj,Good,5,,,,
566,com.jeyluta.timestampcamerafree,shiroh Kimani,Great experience,5,,,,
567,com.jeyluta.timestampcamerafree,Ben Overlandengineering,Is exceptional in details information,5,,,,
568,com.jeyluta.timestampcamerafree,Rahul Maheshwari,Awesome Experience,5,,,,
569,com.jeyluta.timestampcamerafree,anil kumar,Good,5,,,,
570,com.jeyluta.timestampcamerafree,JONATHAN TETTEY ASHILLEY,Very clear and I like the time stamp,2,,,,
571,com.jeyluta.timestampcamerafree,ayumi minho,Good,5,,,,
572,com.jeyluta.timestampcamerafree,Nawab arsalan,it's very good and very saf for us ang good proor to our live location,5,,,,
573,com.jeyluta.timestampcamerafree,Elocin Nicole,It's good,5,,,,
574,com.jeyluta.timestampcamerafree,Emmanuel Kadon,Good program,5,,,,
575,com.jeyluta.timestampcamerafree,William Wilson,"Works great, but ads are anoying",4,,,,
576,com.jeyluta.timestampcamerafree,Klins Enow,"Very good app,very easy to use",5,,,,
577,com.jeyluta.timestampcamerafree,D Piz,Great app for door dash and UberEATS.,5,,,,
578,com.jeyluta.timestampcamerafree,Afsar Miah,Bad apps,2,,,,
579,com.jeyluta.timestampcamerafree,Shamsul Azhar Mohd Mokhtar,Excellent,5,,,,
580,com.jeyluta.timestampcamerafree,Engr. Allan Mechanical Engineer_Sponsored,App is generally good.,5,,,,
581,com.jeyluta.timestampcamerafree,M D,Great performance,5,,,,
582,com.jeyluta.timestampcamerafree,vijay paliyal,Good,5,,,,
583,com.jeyluta.timestampcamerafree,Nafilancio Mausse,Thank,5,,,,
584,com.jeyluta.timestampcamerafree,Pushpendra Singh,This is nice camera,5,,,,
585,com.jeyluta.timestampcamerafree,amizol jusoh,Good,5,,,,
586,com.jeyluta.timestampcamerafree,Dhansingh Lahre,Nice,5,,,,
587,com.jeyluta.timestampcamerafree,Nokia 3210,good apps,4,,,,
588,com.jeyluta.timestampcamerafree,mahnaz ansari,I like this app and it is easy to use also time date location settings,5,,,,
589,com.jeyluta.timestampcamerafree,Sun Flower,Helpful......,5,,,,
590,com.jeyluta.timestampcamerafree,Muhammad Septiandi,Good,5,,,,
591,com.jeyluta.timestampcamerafree,Kanishak Dadhich,Good Very good nyyc,5,,,,
592,com.jeyluta.timestampcamerafree,Sureshkumar Sureshkumar,Really automatically taking time date and location exactly,5,,,,
593,com.jeyluta.timestampcamerafree,Manoj Heliya,excellent,5,,,,
594,com.jeyluta.timestampcamerafree,Robiul Islam raj,Awesome,5,,,,
595,com.jeyluta.timestampcamerafree,Eduardo Macias,Great app to use. Accurate GPS and good quality photos,5,,,,
596,com.jeyluta.timestampcamerafree,kashmiri kings point,Good app,5,,,,
597,com.jeyluta.timestampcamerafree,AKTER HOSSAIN,Very good camera for work reporting with the date and time.,5,,,,
598,com.jeyluta.timestampcamerafree,swathiprasad 2023,NIce,3,,,,
599,com.jeyluta.timestampcamerafree,احمد صلاح,👍🏻,5,,,,
600,com.jeyluta.timestampcamerafree,Lic Muthukumar,Super,3,,,,
601,com.jeyluta.timestampcamerafree,Tan Seng Kiat,Very useful and easy to use. Will recommended other to use it. Thanks,5,,,,
602,com.jeyluta.timestampcamerafree,Rahul Lonare,Ok,4,,,,
603,com.jeyluta.timestampcamerafree,Meenakshi Bajpai,Usefull,5,,,,
604,com.jeyluta.timestampcamerafree,Tony Ford,fun,5,,,,
605,com.jeyluta.timestampcamerafree,Nagra S Dhonomidjoyo,Good helper,5,,,,
606,com.jeyluta.timestampcamerafree,Prabhu M,Super,5,,,,
607,com.jeyluta.timestampcamerafree,Anil Jha,Location deekhao.,5,,,,
608,com.jeyluta.timestampcamerafree,B B,Satisfied,5,,,,
609,com.jeyluta.timestampcamerafree,Abdul Hadi G,Ok mantapp,5,,,,
610,com.jeyluta.timestampcamerafree,Mycovid Apptracer,Awesome app for auditing traffic management sites,5,,,,
611,com.jeyluta.timestampcamerafree,Ravi Sharma,Very good,5,,,,
612,com.jeyluta.timestampcamerafree,Qurratu insyirah,I like this app,5,,,,
613,com.jeyluta.timestampcamerafree,Danilo Lunas,"Great,useful notification",3,,,,
614,com.jeyluta.timestampcamerafree,Raj Kushwah,Location or toda behatar karo,4,,,,
615,com.jeyluta.timestampcamerafree,Aboi Kaboi,Easy to use. 👍👍,5,,,,
616,com.jeyluta.timestampcamerafree,Satish Londe,Thank you nice service,5,,,,
617,com.jeyluta.timestampcamerafree,SUREKHA BHARTI,Excellent,5,,,,
618,com.jeyluta.timestampcamerafree,Samirkumar Pandya,Download anyway,5,,,,
619,com.jeyluta.timestampcamerafree,Raju Raj,Not download,5,,,,
