,Package Name,Reviewer Name,Review,Rating,,,,,
276,com.dozingcatsoftware.cameratimer,Harold Gatlin,I don't like it I'm try fix my camera phone or whatever it is mirror image you see image but I can't tell who people are can't reconis e  anyone not enough to except them to friend it could be gihad for all I know bad get old eyes tired,1,,,,,
277,com.dozingcatsoftware.cameratimer,Onelyz E,"didnt work, the whole screen was black???",1,,,,,
278,com.dozingcatsoftware.cameratimer,Derek Brown,"The camera timer only takes multiple pics at very low resolution,  even after you buy premium.  Don't buy!!",1,,,,,
279,com.dozingcatsoftware.cameratimer,Mansoor Eduardo Del Rosario,Consultant,5,,,,,
280,com.dozingcatsoftware.cameratimer,Kc Ajube,Not cool,1,,,,,
281,com.dozingcatsoftware.cameratimer,Andrea Sebastian,hanged after 4 shots,3,,,,,
282,com.dozingcatsoftware.cameratimer,Ariel McMillian,"It gives me the ability to set a timer, and take multiple images!! It's awesome!",5,,,,,
283,com.dozingcatsoftware.cameratimer,Akshay Parmar,AKShay,5,,,,,
284,com.dozingcatsoftware.cameratimer,Alexis Leasure,Doesn't work for s7,1,,,,,
285,com.dozingcatsoftware.cameratimer,苗苗,The picture is upside down.,1,,,,,
286,com.dozingcatsoftware.cameratimer,Edgard Fernandes,Doesnt work,1,,,,,
287,com.dozingcatsoftware.cameratimer,Diwan Chand,Best camera,5,,,,,
288,com.dozingcatsoftware.cameratimer,Jenna Hamrani,Love it,5,,,,,
289,com.dozingcatsoftware.cameratimer,Paul Gimlim,Love it thanks man.,5,,,,,
290,com.dozingcatsoftware.cameratimer,T. Bolivar,"A good app, hardly any problems.",4,,,,,
291,com.dozingcatsoftware.cameratimer,R.S.,"Uses every feature of my camera and is very clean. There are ads with the unpaid version, but they're not bothersome and it's better than having a watermark on your photo like some other apps do.",5,,,,,
292,com.dozingcatsoftware.cameratimer,David Carr,The end,5,,,,,
293,com.dozingcatsoftware.cameratimer,L Kerns,"Never got it to take more than 1 picture. Crashed the phone every time after taking the first shot in a series. Galaxy 4, Android 5.0.1",1,,,,,
294,com.dozingcatsoftware.cameratimer,Natajha Tompkins,Doesn't work,1,,,,,
295,com.dozingcatsoftware.cameratimer,Aaron Tippetts,"Needs to be called ""Lite"" or ""Trial"" you have to pay still for the full features ... and even change the timer.",1,,,,,
296,com.dozingcatsoftware.cameratimer,Asefstain asefstai,lo,5,,,,,
297,com.dozingcatsoftware.cameratimer,Kaylee Stryker,Froze when I opened it don't get this app,1,,,,,
298,com.dozingcatsoftware.cameratimer,A Google user,"This timer App is Awesome. I bought it, so no ads. Developer needs to allow more cloud usage. It says it's full of people right now.",5,,,,,
299,com.dozingcatsoftware.cameratimer,Rachel Ackerman,I luv this app,5,,,,,
300,com.dozingcatsoftware.cameratimer,Prince Raj Kumar,Superb,5,,,,,
301,com.dozingcatsoftware.cameratimer,Arjun Rathour,Okk,3,,,,,
302,com.dozingcatsoftware.cameratimer,Michael Walk,Great. Exactly what I needed.,5,,,,,
303,com.dozingcatsoftware.cameratimer,Tammy Darby,Ok,3,,,,,
304,com.dozingcatsoftware.cameratimer,Kristin Jensen,Doesn't work with LG G4,1,,,,,
305,com.dozingcatsoftware.cameratimer,Zombie House,sambit,5,,,,,
306,com.dozingcatsoftware.cameratimer,Shelley Belsky,Made My Phone Useful!,5,,,,,
307,com.dozingcatsoftware.cameratimer,Hirendra Thakur,Nice,1,,,,,
308,com.dozingcatsoftware.cameratimer,John Gaddis,No input yet,4,,,,,
309,com.dozingcatsoftware.cameratimer,Aliyah Garza,Its really good i love it,5,,,,,
310,com.dozingcatsoftware.cameratimer,Colin Clayton,Make sure to set your screen timeout past 30 seconds or the pictures will not save!,5,,,,,
311,com.dozingcatsoftware.cameratimer,Youssef Gamer,لا تعمل علي جهازى,1,,,,,
312,com.dozingcatsoftware.cameratimer,Debasis Banerjee,Nice app,4,,,,,
313,com.dozingcatsoftware.cameratimer,Gill Walker,doesn't work with my phone,1,,,,,
314,com.dozingcatsoftware.cameratimer,juice god,Slight,5,,,,,
315,com.dozingcatsoftware.cameratimer,Saby Abubakr,Nice app,5,,,,,
316,com.dozingcatsoftware.cameratimer,Bumper Upchurch,"It's perfect for when you don't have someone else taking a pic of you, for you. But from my experience, most of my photos are blurry.",2,,,,,
317,com.dozingcatsoftware.cameratimer,Deinbia Johnson,This is very cool😆😆😆😆,5,,,,,
318,com.dozingcatsoftware.cameratimer,Gurpreet Chauhan,Good,5,,,,,
319,com.dozingcatsoftware.cameratimer,Diamonds 112,Best app i have ever used it's just amazing realy.If you didn't download it yeb2a fatak nos 3omrak😍😱,5,,,,,
320,com.dozingcatsoftware.cameratimer,Nicia Glinsey,Bad Quality pictures comes blurry,3,,,,,
321,com.dozingcatsoftware.cameratimer,Riya -Tuhi,Best thing ever,5,,,,,
322,com.dozingcatsoftware.cameratimer,HUSSAIN ALSHARHANI,It useful app,4,,,,,
323,com.dozingcatsoftware.cameratimer,L Skye,"its a good camera and everything but I'll set it for 5 seconds and it takes like.... 30 seconds to take the photo on my android, then it crashes and takes forever to load again. please fix",3,,,,,
324,com.dozingcatsoftware.cameratimer,Emalee Ann,I now use this all the time!!,5,,,,,
325,com.dozingcatsoftware.cameratimer,Matty S,Just used it and it works great everything I expected if it didn't work in other phones it works on moto g 3rd gen.,5,,,,,
326,com.dozingcatsoftware.cameratimer,Alice Cash,Black screen on 5x,1,,,,,
327,com.dozingcatsoftware.cameratimer,Angelito Selem,Selfie timer camera,5,,,,,
328,com.dozingcatsoftware.cameratimer,Alondria Jackson,I like this,5,,,,,
329,com.dozingcatsoftware.cameratimer,Keith Hilferding,"Doesn't show camera feed on moto x, crashed after picture click countdown",1,,,,,
330,com.dozingcatsoftware.cameratimer,Denny Douglas,Too many ads and limited options.,1,,,,,
331,com.dozingcatsoftware.cameratimer,Aniket Khade,Good I liked it,3,,,,,
332,com.dozingcatsoftware.cameratimer,Ewan Kho,"Good camera app, good quality, and nice timer. Wanted to buy but hesitant because it's too expensive.",5,,,,,
333,com.dozingcatsoftware.cameratimer,Jodie Rafique,I love it for my pics so useful👍💟,5,,,,,
334,com.dozingcatsoftware.cameratimer,Kamai Merritt,Soo amazing!!!!!,5,,,,,
335,com.dozingcatsoftware.cameratimer,xIzaiah,"I like it ,the updates say ui update but I don't notice anything,you should do a Flat UI Theme",4,,,,,
336,com.dozingcatsoftware.cameratimer,Bojidar Martinov,worst thing I've ever downloaded,1,,,,,
337,com.dozingcatsoftware.cameratimer,Vinodtk Gowda,Simpal and easy,4,,,,,
338,com.dozingcatsoftware.cameratimer,Ashlyn Peck,Loved it,5,,,,,
339,com.dozingcatsoftware.cameratimer,lexi bates,Cant even take a picture cause it takes to long to show what you took. And as already said. More ads than anything else,1,,,,,
340,com.dozingcatsoftware.cameratimer,Abigail Archetko,Yyupp,5,,,,,
341,com.dozingcatsoftware.cameratimer,Jack Dills,It really makes things easier. This app allows for much more versatility than a selfie stick can provide.,5,,,,,
342,com.dozingcatsoftware.cameratimer,Rayard Bartlett,To much ads pls it keep freezing,1,,,,,
343,com.dozingcatsoftware.cameratimer,Paige Ellams,Recommended xx,5,,,,,
344,com.dozingcatsoftware.cameratimer,Cheri Kelly,So glad I discovered this app! Selfies were so hard to take without it.,5,,,,,
345,com.dozingcatsoftware.cameratimer,Md.Benson. Joy,So beabeautifully,5,,,,,
346,com.dozingcatsoftware.cameratimer,Donna Laurie,Love it,5,,,,,
347,com.dozingcatsoftware.cameratimer,Tobby Mondragon,Definitely recommend you to download...works perfectly but there might be ads poping up but rarley.😊,5,,,,,
348,com.dozingcatsoftware.cameratimer,Amelie Murphy,Dont look at hate comments just download this amazing FREE app!,5,,,,,
349,com.dozingcatsoftware.cameratimer,Hey Hey,Loveeeee,5,,,,,
350,com.dozingcatsoftware.cameratimer,Abraham Castellanos,Works pretty good but photo quality comes out low,4,,,,,
351,com.dozingcatsoftware.cameratimer,Farman Ullah,Im ok,3,,,,,
352,com.dozingcatsoftware.cameratimer,Jantung Gedang,Tatty,5,,,,,
353,com.dozingcatsoftware.cameratimer,Sophie Cummins,Really helps with my selfies,5,,,,,
354,com.dozingcatsoftware.cameratimer,Natalie Jean Noll,Love this app,1,,,,,
355,com.dozingcatsoftware.cameratimer,gilbert jones,Works very well. Recommend to everyone.,5,,,,,
356,com.dozingcatsoftware.cameratimer,Ienhy The Dark Wolf,I hate it,1,,,,,
357,com.dozingcatsoftware.cameratimer,Skyler OC,Every picture turns out blurry and there's not flash option for front facing camera,1,,,,,
358,com.dozingcatsoftware.cameratimer,hafizah amira,High,5,,,,,
359,com.dozingcatsoftware.cameratimer,Krasi mir,"Ads and more ads everywhere, even shows a full screen ad. I would rather download a different app, this one is not worth it considering there are in-app purchases.",2,,,,,
360,com.dozingcatsoftware.cameratimer,Hope Mutheu,It's like iPhone hd,5,,,,,
361,com.dozingcatsoftware.cameratimer,Kamarie Biggs,High,4,,,,,
362,com.dozingcatsoftware.cameratimer,Suresh Shrestha,nice,5,,,,,
363,com.dozingcatsoftware.cameratimer,Arffi Lew Nolledo,(y),5,,,,,
364,com.dozingcatsoftware.cameratimer,tina ardito,Love the clarity,4,,,,,
365,com.dozingcatsoftware.cameratimer,Aaliyah Kirksey,Good high definition even on android !,4,,,,,
366,com.dozingcatsoftware.cameratimer,Zintu Kalita,Abar use kori sa sobe,5,,,,,
367,com.dozingcatsoftware.cameratimer,Khanyisani Mbambo,Takes pics up side down,1,,,,,
368,com.dozingcatsoftware.cameratimer,Sampath K,Very nice app,5,,,,,
369,com.dozingcatsoftware.cameratimer,Sarah Weiss,"Only took pictures upside-down,  so they could not be edited in instagram. Deleted!",2,,,,,
370,com.dozingcatsoftware.cameratimer,wallflower 101,So good!,5,,,,,
371,com.dozingcatsoftware.cameratimer,Chandan Bora,Lovely,5,,,,,
372,com.dozingcatsoftware.cameratimer,Abrianna Carsley,It won't even take a photo. It puts a x on my phone. If your thinking about getting this app don't.,1,,,,,
373,com.dozingcatsoftware.cameratimer,Pandya MUKESH kumar,I like so,5,,,,,
374,com.dozingcatsoftware.cameratimer,Pradum Mishra,Mc bc,5,,,,,
375,com.dozingcatsoftware.cameratimer,Dev Subedi,Very nice selfie,5,,,,,
376,com.dozingcatsoftware.cameratimer,Terri Sandles,"Waaay too many ads. No countdown display before the shot. I suggest ""Self Camera Shot"". It's perfect, especially with this as the competition.",1,,,,,
377,com.dozingcatsoftware.cameratimer,lvrd eight,Ad not fun but great features,5,,,,,
378,com.dozingcatsoftware.cameratimer,Laura Akomas,Awesome,5,,,,,
379,com.dozingcatsoftware.cameratimer,Not_Hudson ‘,"Its not bad but, it only let's you do 5-10",4,,,,,
380,com.dozingcatsoftware.cameratimer,Jessica Dosanjh,Kjnnbko,4,,,,,
381,com.dozingcatsoftware.cameratimer,jonathan gilbert,Easy to use,5,,,,,
382,com.dozingcatsoftware.cameratimer,Rafael Cardoso,"Minimal options for pictures (either 1 or 4) and timer isn't customizable either. Good for basic camera functions, but so is the stock camera on most phones.",2,,,,,
383,com.dozingcatsoftware.cameratimer,Jbz Zab,"Marajaw na camera timer d nako maglisod pag selfy,,,,,,ayos,,,",5,,,,,
384,com.dozingcatsoftware.cameratimer,kasozi paul,Nice,3,,,,,
385,com.dozingcatsoftware.cameratimer,Charles harris,It works,5,,,,,
386,com.dozingcatsoftware.cameratimer,1of2 Witnesses,ZTE ZMAX,5,,,,,
387,com.dozingcatsoftware.cameratimer,Gary McLaughlin,"When you open the app you can take one perfect photo, but once you take another its either a very grainy thumbnail or two images over lapping",2,,,,,
388,com.dozingcatsoftware.cameratimer,Luca Truex,crappy quality.,2,,,,,
389,com.dozingcatsoftware.cameratimer,Zamokuhle Hlongwa,"Its not that bad, @ the end of the day I was able time capture.",4,,,,,
390,com.dozingcatsoftware.cameratimer,Jada Kihu,It crashes and restarts my phone!!!,1,,,,,
391,com.dozingcatsoftware.cameratimer,Pooja Chawla,This is very beutiful,5,,,,,
392,com.dozingcatsoftware.cameratimer,Rishi Kumar,nice with camera,1,,,,,
393,com.dozingcatsoftware.cameratimer,D V D,"Could've been better. Constant ads that block the screen when you're trying to take a picture are annoying. I don't know any sane person who would pay for something like this, it's pretty stupid to ask for money for something that comes standard on almost every phone. All in all a waste of time.",2,,,,,
394,com.dozingcatsoftware.cameratimer,Monica Diana,Okay,2,,,,,
395,com.dozingcatsoftware.cameratimer,"Darth Sidious, Sheev Palpatine",Way too many ads for a basic camera app,1,,,,,
396,com.dozingcatsoftware.cameratimer,Brandi & Ella holdem & heron,I can't download it fix it,2,,,,,
397,com.dozingcatsoftware.cameratimer,ashok suryawanshi,Too good,5,,,,,
398,com.dozingcatsoftware.cameratimer,Pema Tamang,The picture quality is appreciable and we can click self-timered pictures more than one as desired so we can choose the best one later.,4,,,,,
399,com.dozingcatsoftware.cameratimer,Yunita Tri Wardani,Need it,3,,,,,
400,com.dozingcatsoftware.cameratimer,Molly Davies,Cool,4,,,,,
401,com.dozingcatsoftware.cameratimer,Sainul Abid,Nice camara,5,,,,,
402,com.dozingcatsoftware.cameratimer,Brendon Jodi,Could use better alerts for when picture has been taken.,3,,,,,
403,com.dozingcatsoftware.cameratimer,Kayla Mckimmey,Love,1,,,,,
404,com.dozingcatsoftware.cameratimer,Satyanarayana Nethala,......,2,,,,,
405,com.dozingcatsoftware.cameratimer,officiallacrossestick,"The first 3 photos taken on this camera were terrible, but the 4th one was perfect. Just make it easier to take pictures,OK? Those of you who gave this app less than 3 stars you've never used a camera, therefore knowing nothing.",4,,,,,
406,com.dozingcatsoftware.cameratimer,Brookeywoo 27 Nelmes,A great app!,5,,,,,
407,com.dozingcatsoftware.cameratimer,Vanessa Alcantara,It worked fine and was pretty cool but the quality was horrible it was extremely blurry and was just a waste of my time,1,,,,,
408,com.dozingcatsoftware.cameratimer,Steve Shaw,Love it. Used it hundreds of times.,5,,,,,
409,com.dozingcatsoftware.cameratimer,Robert Doss,I love this App...It's the best ever!!!,5,,,,,
410,com.dozingcatsoftware.cameratimer,Daniel Sauceda,Great app,4,,,,,
411,com.dozingcatsoftware.cameratimer,katita vanesa,imi place,5,,,,,
412,com.dozingcatsoftware.cameratimer,Samrah Shahzad,My sister was taking a picture and needed this app but when I told here she was like 'ur telling me that now after all tht!!?'(she had trouble taking the selfie!!),5,,,,,
413,com.dozingcatsoftware.cameratimer,simply kara,Rubbish,1,,,,,
414,com.dozingcatsoftware.cameratimer,Sha Holmes,"Downloaded it because built in camera app has short timer duration of 10 sec, turns out this app has even shorter timer of 5 sec put an ad that block you view, shove another fullscreen ad after taking photos, and lacks ANY customable settings other normal camera apps would have. Straight downgrade to almost any other camera apps.",1,,,,,
415,com.dozingcatsoftware.cameratimer,Nomaswazi Hlope,Timer app is wack! The Google ads drove me crazy.,1,,,,,
416,com.dozingcatsoftware.cameratimer,April showers,Having trouble getting my pictures back....,4,,,,,
417,com.dozingcatsoftware.cameratimer,Lolit C,I love it,5,,,,,
418,com.dozingcatsoftware.cameratimer,Roaa Sabra,i love it,5,,,,,
419,com.dozingcatsoftware.cameratimer,OBEAD Khaan,Loving app,5,,,,,
420,com.dozingcatsoftware.cameratimer,Jed D,Da best,5,,,,,
421,com.dozingcatsoftware.cameratimer,Hassan Rasheed,Nice app,5,,,,,
422,com.dozingcatsoftware.cameratimer,Genesis Noriega,I love this app💘,5,,,,,
423,com.dozingcatsoftware.cameratimer,Frederica Ruffin,Too many pop ups,1,,,,,
424,com.dozingcatsoftware.cameratimer,Eleze Green,It helps me with my selfie stick,3,,,,,
425,com.dozingcatsoftware.cameratimer,ghimire tulashi,good,5,,,,,
426,com.dozingcatsoftware.cameratimer,Zory Rivas,Love it,5,,,,,
427,com.dozingcatsoftware.cameratimer,w b,I lv this app cam is good,3,,,,,
428,com.dozingcatsoftware.cameratimer,Zuha Huda,This app was very helpful to me,4,,,,,
429,com.dozingcatsoftware.cameratimer,Brandie Gruss,Downloaded for 2 minutes and restarted my phone numerous times before deleting right away,1,,,,,
430,com.dozingcatsoftware.cameratimer,saiful efendik,"I take the free version,it's working..",3,,,,,
431,com.dozingcatsoftware.cameratimer,Keel Izzy,Good,5,,,,,
432,com.dozingcatsoftware.cameratimer,ChelleBelle G,It took my money for the premium app just to tell me that it couldn't give it to me! Please give me a refund😠,1,,,,,
433,com.dozingcatsoftware.cameratimer,Mimi Hawel,I liked it i was  searching on the pllay store for this app and now i found it,4,,,,,
434,com.dozingcatsoftware.cameratimer,Miangel Scott,I love going to my friend house like God love and I love this game more then going to my friends house but I love God more.,5,,,,,
435,com.dozingcatsoftware.cameratimer,Ada Jaeger,The camera's orientation refused to rotate to match the phone's. Outputted images were compressed to hell and back with the worst jpeg compression I've ever seen from a camera app.,1,,,,,
436,com.dozingcatsoftware.cameratimer,Iman Jadwat,Great does as promised,5,,,,,
437,com.dozingcatsoftware.cameratimer,Jody Pody12,Good its okay,4,,,,,
438,com.dozingcatsoftware.cameratimer,Matt Zufelt,"Takes shots at random intervals, either 5 seconds or 7 or 10. You dont know which till you look at the photos. Also the photos all show up black except the very last one you take. Even that one is all discolored in the preview.",1,,,,,
439,com.dozingcatsoftware.cameratimer,Kami Zachry,Awesome.,5,,,,,
440,com.dozingcatsoftware.cameratimer,Mr. Micolo,Mr,3,,,,,
441,com.dozingcatsoftware.cameratimer,John Rapp,Nice to be able to set up a good picture without looking so sophomoric. Great application,4,,,,,
442,com.dozingcatsoftware.cameratimer,Dhafir Abdur-Rahmaan,It does what I need and want it to do!,5,,,,,
443,com.dozingcatsoftware.cameratimer,Ronald Perry,This app sucks!  The pictures suck because there is no settings.   There are only two options one is 15 seconds the other much less.  That part is great!  If they just added a way to upside your picture I would have kept it and gave a better rating.,1,,,,,
444,com.dozingcatsoftware.cameratimer,lizzy Allen,DO NOT DOWNLOAD IF YOU LIKE YOUR PHONE.,1,,,,,
445,com.dozingcatsoftware.cameratimer,Rafeu Riyan,Easy to use,4,,,,,
446,com.dozingcatsoftware.cameratimer,Jackie Jones,"Every time I want to save it, it doeasnt work",1,,,,,
447,com.dozingcatsoftware.cameratimer,asep setiawan,Ok,3,,,,,
448,com.dozingcatsoftware.cameratimer,Dakota Lance,Flash doesn't work,2,,,,,
449,com.dozingcatsoftware.cameratimer,angela anadon,Excellent,4,,,,,
450,com.dozingcatsoftware.cameratimer,RGTv VLOG,Cool app,5,,,,,
451,com.dozingcatsoftware.cameratimer,Juan Carlos Estrada,Good app,3,,,,,
452,com.dozingcatsoftware.cameratimer,mariean sugamoto,ok,4,,,,,
453,com.dozingcatsoftware.cameratimer,Nevaeh Johnson,Ok,3,,,,,
454,com.dozingcatsoftware.cameratimer,Kari Mann,"Great, I had no problems with it. I would highly recommend it. If you are looking for an high definition camera (HD),install it",5,,,,,
455,com.dozingcatsoftware.cameratimer,Kevin Henry,app has huge glitches. I can't get photos from app to computer or anywhere else even after paying for premium. would not recommend to anyone,1,,,,,
456,com.dozingcatsoftware.cameratimer,Paula Rodriguez,"Horrible, some pics go small",1,,,,,
457,com.dozingcatsoftware.cameratimer,Aloysius Juan Pratama,"Everytime I turn the flash on, the app always closed. please fix it. Thanks",3,,,,,
458,com.dozingcatsoftware.cameratimer,Unicorn Lover,Fast. I like,5,,,,,
459,com.dozingcatsoftware.cameratimer,Jesus Olmedo,I want to buy. How I do?,5,,,,,
460,com.dozingcatsoftware.cameratimer,Daniel Mendez,This needs to be a feature in default camera apps. If you don't like the beeps put it on silent smart one,5,,,,,
461,com.dozingcatsoftware.cameratimer,Paige Schams,Love it,5,,,,,
462,com.dozingcatsoftware.cameratimer,Freddie Liannbandé,Does the job,5,,,,,
463,com.dozingcatsoftware.cameratimer,M Paullet,The app only allows for Monosexual use. It's 20-freaking-15 and you're still deliberately excluding bisexual people? Are you freaking kidding me? Way to be awful.,1,,,,,
464,com.dozingcatsoftware.cameratimer,BlackQueen19,I really enjoy it,5,,,,,
465,com.dozingcatsoftware.cameratimer,Kiyonna Johnson,Cuz it cost money,1,,,,,
466,com.dozingcatsoftware.cameratimer,arlen devicente,Awesome cam..,5,,,,,
467,com.dozingcatsoftware.cameratimer,mac daven java,Yes,5,,,,,
468,com.dozingcatsoftware.cameratimer,Mj Phagwara,Not bad,3,,,,,
469,com.dozingcatsoftware.cameratimer,Dhirendra Pratap,It is a good apps.,4,,,,,
470,com.dozingcatsoftware.cameratimer,Cameron Lyons,It's great until you go premium.... After you pay $3 you have your pictures connect to drop box and when you sign in it has an error saying its under development,2,,,,,
471,com.dozingcatsoftware.cameratimer,Mike Robertson,3 euros to turn off adverts is only for main screen. Still adverts on info screen. This is not acceptable.,1,,,,,
472,com.dozingcatsoftware.cameratimer,Marius Andreiana,,5,,,,,
473,com.dozingcatsoftware.cameratimer,Denis Kazakov,Does not work & force closes on xiaomi redmi,1,,,,,
474,com.dozingcatsoftware.cameratimer,mick johnson,Only 1 or 4 pics on the free version??? And doesn't even warn when the shot is about to be taken.,1,,,,,
475,com.dozingcatsoftware.cameratimer,Morgan Beaver,,5,,,,,
476,com.dozingcatsoftware.cameratimer,Jamie Kelley,It won't download,2,,,,,
477,com.dozingcatsoftware.cameratimer,Jayce Myers,Don't get this. Unless you are looking for a bad app,1,,,,,
478,com.dozingcatsoftware.cameratimer,Scott Hotaling,Does what it does well,4,,,,,
479,com.dozingcatsoftware.cameratimer,Loriann Samuels,I so so love it an I don't have a problem with it yet,5,,,,,
480,com.dozingcatsoftware.cameratimer,Breanna Greenholtz,The first few pictures were really nice and clear and then after that they were all small and blurry,2,,,,,
481,com.dozingcatsoftware.cameratimer,Hemant Rookmin,singham net,5,,,,,
482,com.dozingcatsoftware.cameratimer,Chahatt Mehrotra,I m loving itt...thnx,5,,,,,
483,com.dozingcatsoftware.cameratimer,ariq shark,defuq is this LOL,1,,,,,
484,com.dozingcatsoftware.cameratimer,Megan Howells,This appp doed not work      grrrrrr,1,,,,,
485,com.dozingcatsoftware.cameratimer,Dylan G,Good app,4,,,,,
486,com.dozingcatsoftware.cameratimer,Mansoor Ahmed,Aalaa,3,,,,,
487,com.dozingcatsoftware.cameratimer,Mr. ABBASI,Very vvvvvvvvvvvvv,5,,,,,
488,com.dozingcatsoftware.cameratimer,Candra Goodrich,I can't share the pictures but it says you can!,2,,,,,
489,com.dozingcatsoftware.cameratimer,Tahisha B Borgard,It's good and all but the beeping is kinda loud,5,,,,,
490,com.dozingcatsoftware.cameratimer,Siz Martha Mumbi,It's very good I really wanted this. ...God bless you Mwaaaaah!,5,,,,,
491,com.dozingcatsoftware.cameratimer,Heloisa Chalom,"Stupid. You can't even read the tiny buttons. New users, if ur looking for a timer app, this is just a waste of space. Basically, THIS APP IS CRAP! that phrase rhymes cause it's true!",1,,,,,
492,com.dozingcatsoftware.cameratimer,James Paulson,Very happy,5,,,,,
493,com.dozingcatsoftware.cameratimer,Rosalinde Clamp,It doesnt take pictures that well,1,,,,,
494,com.dozingcatsoftware.cameratimer,dibete mmathapelo grace,Perfect,4,,,,,
495,com.dozingcatsoftware.cameratimer,Alexcia Whitaker,Beautiful if it don't work then it's your phone  not the app -✋,5,,,,,
496,com.dozingcatsoftware.cameratimer,Chelly Gray,Y'all really need to fix the bug that causes the screen to go black if you get distract and never take the photo. Its annoying having to take the battery out and restart my phone b/c of that.,5,,,,,
497,com.dozingcatsoftware.cameratimer,Chris Harris,"Big glitch, set flash to on, take 5 photos and flash only goes off for first one. Have to reset app to fix.",1,,,,,
498,com.dozingcatsoftware.cameratimer,CLA,Beautiful,5,,,,,
499,com.dozingcatsoftware.cameratimer,A Google user,"Hmmm,but it takes much time 2 download...",2,,,,,
500,com.dozingcatsoftware.cameratimer,Mary Knapp,I'm a selfies kind of girl,5,,,,,
501,com.dozingcatsoftware.cameratimer,Sheena Faye,"I almost liked it. It got the job done I needed. But then I went to go look at all the pictures I took and found that only about a third were actually able to be seen. The rest were juss gray squares, even though the details showed it should've been a picture. Kind of bummed me out because I can't recreate those pictures.",2,,,,,
502,com.dozingcatsoftware.cameratimer,Dre T,Bruhh,5,,,,,
503,com.dozingcatsoftware.cameratimer,Roberto Martinez,Good,5,,,,,
504,com.dozingcatsoftware.cameratimer,Richard G Barnett,Ok,4,,,,,
505,com.dozingcatsoftware.cameratimer,Pavel T rLD,Merita cel mult o stea 🌟  mai ce tel nare sel tim și nici măcar nare setări pur și simplu faci doar poze fără sa mai poți face efect,1,,,,,
506,com.dozingcatsoftware.cameratimer,Deva Chandra,Membantu,3,,,,,
507,com.dozingcatsoftware.cameratimer,kiana kwashnik,Great app I love it nice camera too maybe u could add an fx thing that edits the picture too thnks bye,5,,,,,
508,com.dozingcatsoftware.cameratimer,Mihai Kaszab,Useless don't bother can't focus,1,,,,,
509,com.dozingcatsoftware.cameratimer,عزام الزوم,Great app,5,,,,,
510,com.dozingcatsoftware.cameratimer,ty king,Does not work,1,,,,,
511,com.dozingcatsoftware.cameratimer,Elizabeth Vasquez,Pictures came out very bad quality.,1,,,,,
512,com.dozingcatsoftware.cameratimer,Dark Vctry,"Does exactly as it says, 5 out of 5 no issues",5,,,,,
513,com.dozingcatsoftware.cameratimer,Clark Tagalog,its ok,3,,,,,
514,com.dozingcatsoftware.cameratimer,Alejandra Martinez,Bad front camera quality,1,,,,,
515,com.dozingcatsoftware.cameratimer,Abdul Rehman,Good one,4,,,,,
516,com.dozingcatsoftware.cameratimer,Andrei Guttmann,"just why on earth can't you set this to 4, 6, 10, 11, 20 or any seconds ? 5, 15, 30 ? really ? why ? and then stop at max 4 pics ?   I could use this to scan a book and it could take a picture every 3 seconds i need to flip a page 46 times. right now i can't.",1,,,,,
517,com.dozingcatsoftware.cameratimer,Cassondra Cochran,It really works,5,,,,,
518,com.dozingcatsoftware.cameratimer,Pravallika Tanuku,is this app  is useful for the mobiles which are having no front camera ?,2,,,,,
519,com.dozingcatsoftware.cameratimer,Alicia Hastings,"AFTER PAYING FOR THE APP. It doesn't let you share pictures.  It tells you that you need to have a Dropbox but it never connects. It's under ""development"" and it never gets developed.",1,,,,,
520,com.dozingcatsoftware.cameratimer,N.,Really cool 😊,5,,,,,
521,com.dozingcatsoftware.cameratimer,Sofian Kluang,Best,5,,,,,
522,com.dozingcatsoftware.cameratimer,Lysseh Taylor,Super low res quality. Not a fan of that. It's lower quality than the regular camera on my phone.,1,,,,,
523,com.dozingcatsoftware.cameratimer,vivek savaliya,Worst 0 Star,3,,,,,
524,com.dozingcatsoftware.cameratimer,Emilio Larrazabal,I don't like how you can't remove the beep sound for counting down,2,,,,,
525,com.dozingcatsoftware.cameratimer,Makiyra Mitchell,The Best,5,,,,,
526,com.dozingcatsoftware.cameratimer,Tay Williams,I didn't even have to let my brother take my picture,2,,,,,
527,com.dozingcatsoftware.cameratimer,Rick Barnett,Timer works perfectly. Beautiful clear pics.,5,,,,,
528,com.dozingcatsoftware.cameratimer,maryam qureshi,Ada Lara 15 secs is fi,5,,,,,
529,com.dozingcatsoftware.cameratimer,Allyn Hane,Pics won't save (dropbox says there are too many users!) and only takes one shot at a time.  Doesn't always flash when flash is turned on.  This app is way too buggy.  Wish I could get my 3 bucks back,1,,,,,
530,com.dozingcatsoftware.cameratimer,Charles Parrott,Stinks!,1,,,,,
531,com.dozingcatsoftware.cameratimer,Ron Stillman,How do I transfer the photos or email them takes great pictures just can't do anything with them,3,,,,,
532,com.dozingcatsoftware.cameratimer,Danny Devonshire,This app is amazing for selfie sticks,5,,,,,
533,com.dozingcatsoftware.cameratimer,ical azis,Good,5,,,,,
534,com.dozingcatsoftware.cameratimer,Essence Eunique,Now I can take better pictures!!! If u r reading this get it!!!!,5,,,,,
535,com.dozingcatsoftware.cameratimer,Jedi Pat,I love the different time options and multiple pic tabs.,5,,,,,
